SAMPLE_NO,SAMPLE_SOURCE_CODE,SAMPLE_SOURCE,ROCK_GROUP_CODE,ROCK_GROUP,LITHO_CODE,LITHO_CONF,LITHOLOGY_NAME,LITHO_MODIFIER,MAP_SYMBOL,STRAT_CONF,STRAT_NAME,COLLECTED_BY,COLLECTORS_NUMBER,COLLECTED_DATE,DRILLHOLE_NUMBER,DH_NAME,DH_DEPTH_FROM,DH_DEPTH_TO,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,SAMPLE_ANALYSIS_NO,OTHER_ANALYSIS_ID,ANALYSIS_PROGRAM,ANALYSIS_TYPE_DESC,LABORATORY,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Ho_ppm,In_ppm,K_ppm,LOI_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pr_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
2158423,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07397,20/03/2016,288776,MSDP10,489.0,490.0,2015094,562243.79,6386983.44,53,135.6637168,-32.6530224,135.6637071,-32.6530082,1698853,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.27,57699.99999999999,16.7,1e-06,90.0,5.24,0.14,1800.0,1.25,150.5,0.7,5.0,3.87,2.0,,,,,10300.0,18.95,,0.21,6.8,,0.056,41900.00000000001,,69.2,12.1,,1000.0,394.0,2.64,11700.0,22.2,,0.7,30.0,65.0,,,,271.0,1e-06,1600.0,0.23,4.7,2.0,,,3.9,24.3,1.59,,1e-06,34.9,960.0,1.42,,6.8,1.0,1.9,53.2,,191.0,205.0
2158424,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07398,20/03/2016,288776,MSDP10,490.0,491.0,2015094,562243.79,6386983.44,53,135.6637168,-32.6530224,135.6637071,-32.6530082,1698854,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.07,59300.0,19.1,1e-06,90.0,5.08,0.16,2200.0,1.07,152.0,0.8,7.0,3.82,2.5,,,,,13500.0,19.4,,0.25,6.6,,0.055,42100.0,,69.8,11.5,,900.0,502.0,2.62,12800.0,22.3,,1.7,40.0,79.0,,,,274.0,1e-06,1800.0,0.23,4.6,2.0,,,4.2,25.0,1.58,,1e-06,33.6,980.0,1.39,,6.6,1.0,1.9,54.2,,170.0,202.0
2158425,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07399,20/03/2016,288776,MSDP10,491.0,492.0,2015094,562243.79,6386983.44,53,135.6637168,-32.6530224,135.6637071,-32.6530082,1698855,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.1,56200.0,18.4,1e-06,80.0,5.32,0.16,2300.0,0.95,153.5,0.5,2.0,3.79,1.9,,,,,10800.0,19.45,,0.22,6.4,,0.051,38100.0,,71.3,10.7,,800.0,410.0,2.24,12600.0,21.6,,1.1,30.0,87.1,,,,252.0,1e-06,1800.0,0.22,4.6,2.0,,,4.0,22.8,1.55,,1e-06,33.3,930.0,1.31,,6.7,1.0,1.0,52.9,,155.0,192.5
2158426,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07400,20/03/2016,288776,MSDP10,492.0,493.0,2015094,562243.79,6386983.44,53,135.6637168,-32.6530224,135.6637071,-32.6530082,1698856,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.22,56000.0,51.7,1e-06,90.0,4.47,0.22,2500.0,5.84,160.5,0.7,5.0,3.52,3.1,,,,,13700.000000000002,17.5,,0.22,6.5,,0.101,39300.0,,73.0,9.7,,900.0,422.0,3.92,13200.0,22.2,,1.3,30.0,358.0,,,,250.0,1e-06,6200.0,0.37,5.7,2.0,,,4.0,23.5,1.56,,1e-06,34.8,950.0,1.34,,6.9,1.0,2.2,53.3,,912.0,198.5
2158427,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07401,20/03/2016,288776,MSDP10,493.0,494.0,2015094,562243.79,6386983.44,53,135.6637168,-32.6530224,135.6637071,-32.6530082,1698857,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.16,60400.0,39.1,1e-06,80.0,4.74,0.09,1800.0,12.65,158.5,0.9,7.0,4.54,4.7,,,,,19400.0,20.8,,0.23,7.0,,0.162,37900.0,,70.7,11.4,,1000.0,616.0,3.84,13300.0,22.8,,1.5,50.0,297.0,,,,270.0,1e-06,9300.0,0.48,7.9,2.0,,,4.0,24.1,1.64,,0.05,36.3,990.0,1.38,,7.3,1.0,1.9,55.7,,1940.0,210.0
2158428,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07402,20/03/2016,288776,MSDP10,555.2,555.5,2015094,562243.79,6386983.44,53,135.6637168,-32.6530224,135.6637071,-32.6530082,1698858,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.19,67900.0,28.4,1e-06,740.0,4.22,0.87,3500.0,0.19,146.0,6.4,9.0,4.84,7.7,,,,,30500.0,21.4,,0.25,6.5,,0.083,36400.0,,69.8,17.1,,2500.0,501.0,3.43,17300.0,17.9,,8.7,270.0,63.1,,,,231.0,1e-06,25500.0,0.64,11.4,2.0,,,4.2,105.0,1.18,,1e-06,20.4,3190.0,1.37,,4.3,34.0,2.3,43.1,,54.0,238.0
2158429,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07403,10/04/2016,288777,MSDP11,276.75,278.4,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698859,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.74,75100.0,1.1,1e-06,340.0,84.8,1.85,58200.0,0.41,75.7,12.6,74.0,1.49,32.8,,,,,53099.99999999999,25.7,,0.11,5.4,,1.0,15600.0,,40.4,81.9,,26000.0,10450.0,51.9,28200.0,15.2,,72.6,930.0,50.9,,,,141.5,0.047,6899.999999999999,1e-06,13.1,1e-06,,,6.8,210.0,1.4,,0.29,20.9,3760.0,1.82,,10.0,202.0,7.7,27.6,,367.0,184.5
2158430,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07404,10/04/2016,288777,MSDP11,320.7,322.7,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698860,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.62,14100.0,28.9,1e-06,50.0,23.7,3.48,14500.0,0.15,19.0,12.7,15.0,3.43,65.7,,,,,490000.0,16.25,,4.13,0.9,,1.38,6600.0,,9.8,41.2,,22100.0,2820.0,2.22,1000.0,2.7,,10.5,210.0,89.2,,,,110.5,1e-06,1300.0,5.0,11.9,1e-06,,,14.2,17.5,0.34,,0.7,3.53,580.0,1.39,,24.9,30.0,68.7,6.8,,176.0,31.7
2158431,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07405,10/04/2016,288777,MSDP11,322.7,324.6,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698861,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.12,67700.0,0.7,0.01,160.0,5.35,0.31,9500.0,0.04,35.5,2.4,3.0,0.53,14.2,,,,,38800.0,23.5,,0.08,2.6,,0.434,12900.0,,17.7,10.0,,5100.0,987.0,0.76,44500.0,16.4,,4.2,580.0,22.8,,,,92.3,1e-06,200.0,1e-06,3.5,1e-06,,,6.3,80.5,1.48,,0.07,13.0,390.0,1.09,,24.0,6.0,4.4,13.7,,36.0,63.7
2158432,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07406,10/04/2016,288777,MSDP11,324.6,325.6,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698862,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.41,14400.0,6.4,0.04,10.0,17.45,11.75,17200.0,0.13,10.15,15.0,10.0,0.35,36.7,,,,,425000.0,13.9,,2.93,0.7,,2.58,600.0,,4.9,20.5,,23400.0,2720.0,6.63,2800.0000000000005,3.4,,7.6,240.0,43.1,,,,5.1,1e-06,800.0,0.69,6.9,1e-06,,,19.4,14.8,0.47,,0.45,2.42,380.0,0.1,,11.4,16.0,124.0,5.6,,151.0,21.4
2158433,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07407,10/04/2016,288777,MSDP11,325.6,327.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698863,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.94,30299.999999999996,6.3,0.02,140.0,14.5,41.8,24000.0,0.12,286.0,15.6,27.0,2.95,1020.0,,,,,310000.0,12.05,,2.2,2.1,,34.7,7100.0,,138.5,48.6,,60900.0,4730.0,6.02,5100.0,6.3,,18.9,510.0,82.1,,,,91.0,0.002,4700.0,0.98,6.1,1.0,,,25.4,87.2,0.47,,0.42,6.48,1500.0,1.24,,10.1,30.0,57.8,47.4,,188.0,74.2
2158434,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07408,10/04/2016,288777,MSDP11,327.0,328.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698864,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.56,7700.0,13.6,1e-06,20.0,6.96,35.6,20600.0,0.34,15.05,11.2,7.0,1.13,1030.0,,,,,451000.0,3.32,,3.75,0.4,,16.95,1700.0000000000002,,6.8,26.1,,48900.0,4580.0,5.55,1600.0,1.6,,4.0,230.0,65.0,,,,19.0,1e-06,2000.0,1.3,1.4,1e-06,,,9.3,9.2,0.13,,0.17,2.09,260.0,0.19,,8.0,5.0,159.0,31.8,,268.0,12.0
2158435,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07409,10/04/2016,288777,MSDP11,328.0,330.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698865,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.17,6600.0,14.7,0.01,10.0,5.16,0.71,20500.0,0.15,24.0,11.5,7.0,1.31,216.0,,,,,257000.0,6.91,,0.24,0.3,,9.21,2200.0,,11.5,35.9,,122500.0,4240.0,1.15,1200.0,1.5,,4.4,120.0,11.9,,,,29.4,1e-06,1300.0,1.17,1.8,1e-06,,,5.4,7.7,0.1,,1e-06,0.96,190.0,0.19,,1.6,4.0,26.3,30.3,,153.0,10.4
2158436,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07410,10/04/2016,288777,MSDP11,330.0,332.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698866,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.06,7400.0,10.5,0.01,10.0,2.39,0.29,19500.0,0.06,2.22,7.0,9.0,1.98,4.1,,,,,221000.0,11.85,,0.22,0.9,,7.73,2900.0,,0.8,29.4,,142000.0,3260.0,0.96,800.0,4.7,,4.2,90.0,4.7,,,,35.8,1e-06,100.0,0.97,2.4,1e-06,,,5.0,6.4,0.2,,1e-06,1.89,240.0,0.22,,0.8,3.0,13.4,7.2,,103.0,29.6
2158437,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07411,10/04/2016,288777,MSDP11,332.0,334.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698867,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.16,6600.0,2.7,0.01,10.0,5.24,7.03,15600.0,0.07,4.82,9.3,5.0,1.43,12.8,,,,,444000.0,24.3,,4.25,0.6,,2.77,2300.0,,1.9,20.1,,53200.0,2220.0,0.34,600.0,2.0,,7.1,120.0,6.8,,,,30.7,1e-06,100.0,0.26,1.2,1e-06,,,8.1,3.5,0.2,,2.93,1.51,250.0,0.2,,1.1,6.0,2.5,13.8,,120.0,18.4
2158438,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07412,10/04/2016,288777,MSDP11,334.0,335.2,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698868,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.94,37900.0,0.8,0.01,110.0,12.15,4.07,63700.0,0.14,209.0,8.8,3.0,9.25,37.4,,,,,161500.0,14.15,,0.38,3.8,,8.08,12700.0,,105.0,72.8,,102000.0,5930.0,3.01,3200.0,11.3,,4.6,210.0,48.6,,,,128.5,1e-06,700.0000000000001,0.2,5.1,1.0,,,18.8,42.8,1.18,,0.3,14.75,730.0,1.2,,5.1,5.0,11.7,52.4,,253.0,111.5
2158439,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07413,10/04/2016,288777,MSDP11,335.2,335.8,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698869,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.19,69200.0,0.9,1e-06,320.0,3.24,1.4,10800.0,1e-06,90.3,4.4,1.0,1.49,12.8,,,,,53300.0,21.1,,0.17,5.2,,1.91,32599.999999999996,,42.4,147.5,,95700.0,5740.0,3.19,7700.0,17.5,,1.0,430.0,27.2,,,,178.0,1e-06,100.0,0.08,3.1,1e-06,,,5.3,104.5,1.48,,1e-06,32.6,1130.0,2.08,,15.8,5.0,2.2,19.6,,130.0,143.5
2158440,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07414,10/04/2016,288777,MSDP11,335.8,337.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698870,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),1.87,17000.0,7.1,0.01,10.0,5.37,11.5,22900.0,1.39,16.75,9.8,8.0,2.59,105.0,,,,,183500.0,10.9,,0.18,1.0,,8.65,1600.0,,7.8,70.0,,124500.0,3870.0,1.15,1600.0,2.3,,4.1,210.0,96.0,,,,26.1,1e-06,2200.0,0.61,2.3,1e-06,,,7.9,19.3,0.19,,0.54,4.0,429.99999999999994,0.31,,3.4,7.0,5.1,11.5,,564.0,32.4
2158441,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07415,10/04/2016,288777,MSDP11,337.0,339.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698871,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.17,10000.0,5.0,0.01,20.0,2.43,2.87,22500.0,1e-06,9.06,13.9,9.0,3.11,31.5,,,,,315000.0,6.98,,0.28,0.6,,5.13,3600.0,,4.3,34.1,,103000.0,2360.0,0.38,800.0,1.6,,5.2,200.0,11.1,,,,51.5,1e-06,4200.0,0.78,2.0,1e-06,,,13.2,7.4,0.13,,0.06,1.91,360.0,0.35,,2.6,7.0,42.1,12.7,,119.0,18.8
2158442,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07416,10/04/2016,288777,MSDP11,339.0,341.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698872,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.38,12000.0,1.9,0.01,20.0,4.09,2.21,22500.0,0.07,13.2,16.5,11.0,2.81,262.0,,,,,371000.0,5.0,,2.41,0.9,,3.9,4200.0,,6.2,28.2,,74600.0,2320.0,0.48,800.0,2.4,,6.4,180.0,27.5,,,,55.4,1e-06,400.0,1.02,2.3,1e-06,,,14.7,4.8,0.25,,0.15,3.66,490.0,0.39,,4.7,10.0,69.0,13.9,,142.0,30.5
2158443,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07417,10/04/2016,288777,MSDP11,341.0,343.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698873,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.38,14100.0,6.1,1e-06,50.0,0.84,1.57,7900.0,0.13,7.2,14.0,19.0,4.26,73.6,,,,,229000.0,8.95,,0.23,1.1,,5.23,9500.0,,3.8,14.2,,140500.0,2750.0,0.24,600.0,5.1,,5.6,150.0,80.4,,,,114.5,1e-06,7800.0,0.65,2.4,1e-06,,,8.1,4.6,0.43,,0.2,4.47,770.0,1.0,,2.3,8.0,14.5,2.8,,115.0,39.3
2158444,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07418,10/04/2016,288777,MSDP11,343.0,345.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698874,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.17,22599.999999999996,5.9,0.01,70.0,1.18,0.57,6100.0,0.12,6.44,6.3,30.0,6.85,6.5,,,,,257000.0,11.9,,0.24,1.7,,3.07,14700.0,,3.5,10.8,,138000.0,2800.0,0.18,500.0,4.0,,6.0,130.0,23.3,,,,188.0,1e-06,100.0,0.41,3.8,1e-06,,,6.3,4.0,0.5,,1e-06,5.34,1100.0,1.61,,2.7,16.0,14.2,2.5,,110.0,62.3
2158445,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07419,10/04/2016,288777,MSDP11,345.0,346.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698875,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.11,17000.0,4.0,0.01,60.0,0.82,0.2,6100.0,0.07,1.87,6.7,16.0,5.1,4.6,,,,,344000.0,11.1,,0.89,1.7,,2.31,12000.0,,1.1,6.3,,107000.0,2680.0,0.14,400.0,3.1,,5.2,130.0,10.2,,,,147.0,1e-06,200.0,0.33,2.1,1e-06,,,5.2,2.6,0.43,,1e-06,6.58,820.0,1.26,,2.9,13.0,17.1,1.9,,71.0,62.2
2158446,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07421,10/04/2016,288777,MSDP11,346.0,348.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698876,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.1,14700.0,6.5,1e-06,20.0,2.26,0.39,23000.0,0.13,15.55,5.8,6.0,2.37,53.8,,,,,238000.0,13.85,,0.27,0.5,,9.33,4900.0,,7.8,9.1,,128000.0,2410.0,0.22,500.0,3.1,,5.4,160.0,15.8,,,,63.4,1e-06,600.0,0.69,1.0,1e-06,,,10.1,31.1,0.41,,1e-06,1.27,280.0,0.55,,1.3,9.0,11.7,5.5,,165.0,14.5
2158447,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07422,10/04/2016,288777,MSDP11,348.0,350.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698877,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.33,3700.0,8.4,0.01,10.0,0.62,1.28,5900.0,0.28,1.58,23.9,2.0,1.04,176.0,,,,,427000.0,30.3,,0.34,0.2,,5.14,1800.0,,0.7,3.3,,94700.0,2290.0,0.3,400.0,3.9,,15.4,60.0,26.0,,,,26.4,1e-06,6800.000000000001,0.78,1.1,1e-06,,,10.3,3.2,0.28,,0.28,0.52,140.0,0.21,,0.6,13.0,7.5,1.5,,148.0,5.0
2158448,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07423,10/04/2016,288777,MSDP11,350.0,351.6,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698878,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.15,2300.0,5.8,0.01,20.0,1.23,0.67,32800.0,0.22,2.02,6.6,3.0,1.02,29.6,,,,,266000.0,24.2,,0.27,0.1,,3.83,900.0,,0.8,5.2,,120000.0,2180.0,0.11,600.0,2.3,,10.3,40.0,17.4,,,,12.7,1e-06,600.0,0.79,0.3,1e-06,,,7.2,4.6,0.07,,1e-06,0.35,60.0,0.07,,0.4,8.0,3.4,2.2,,121.0,2.4
2158449,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07424,10/04/2016,288777,MSDP11,351.6,353.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698879,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.55,2400.0,8.2,0.01,10.0,0.57,3.41,3900.0,0.37,0.72,39.7,2.0,0.96,225.0,,,,,472000.0,42.2,,2.45,0.1,,4.31,1300.0,,1e-06,4.3,,72000.0,2100.0,0.19,200.0,2.3,,15.0,30.0,84.7,,,,17.4,1e-06,14700.0,0.71,0.4,1e-06,,,12.5,2.4,0.11,,0.41,0.5,90.0,0.14,,0.7,14.0,4.2,0.8,,197.0,4.2
2158450,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07425,10/04/2016,288777,MSDP11,353.0,355.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698880,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.12,1700.0000000000002,8.1,1e-06,10.0,0.29,0.63,2100.0,0.29,0.53,7.7,1e-06,0.68,12.1,,,,,500000.0,31.9,,2.21,0.1,,2.29,1000.0,,1e-06,3.3,,49900.0,2190.0,0.13,200.0,0.9,,14.8,20.0,10.6,,,,11.7,1e-06,900.0,0.75,0.2,1e-06,,,13.4,1.8,0.06,,1e-06,0.3,80.0,0.09,,0.3,20.0,6.7,0.6,,125.0,2.2
2158451,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07426,10/04/2016,288777,MSDP11,355.0,357.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698881,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.17,3200.0,6.4,1e-06,10.0,1.14,1.23,38100.0,0.07,11.8,8.5,2.0,1.31,51.6,,,,,303000.0,23.0,,0.27,0.1,,3.88,1600.0,,5.5,5.6,,92700.0,2210.0,0.22,300.0,1.2,,10.5,50.0,12.9,,,,22.2,1e-06,8500.0,0.64,0.3,1e-06,,,12.9,9.1,0.14,,0.15,0.26,80.0,0.17,,0.7,15.0,7.8,1.7,,283.0,1.9
2158452,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07427,10/04/2016,288777,MSDP11,357.0,359.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698882,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.21,2000.0,4.8,1e-06,10.0,3.03,1.5,35600.0,0.18,1.38,4.1,2.0,0.73,10.0,,,,,327000.0,28.6,,0.21,0.1,,1.49,900.0,,1e-06,6.0,,79200.0,1910.0,0.1,400.0,0.6,,15.9,40.0,10.5,,,,9.0,1e-06,3100.0,0.25,0.2,1e-06,,,6.8,8.8,1e-06,,0.12,0.46,80.0,0.07,,0.7,31.0,4.3,3.7,,117.0,1.6
2158453,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07428,10/04/2016,288777,MSDP11,359.0,360.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698883,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.29,2600.0,7.5,0.01,1e-06,3.9,8.57,55000.0,0.25,1.53,8.1,1e-06,0.7,166.0,,,,,316000.0,23.4,,0.25,0.1,,1.965,500.0,,1e-06,6.1,,77600.0,2090.0,0.52,600.0,0.8,,18.2,80.0,39.6,,,,3.5,1e-06,1700.0000000000002,0.35,0.3,1e-06,,,9.6,6.9,0.05,,0.14,0.32,90.0,0.03,,0.6,58.0,4.4,4.2,,146.0,1.5
2158454,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07429,10/04/2016,288777,MSDP11,360.0,361.4,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698884,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.4,2900.0,1.7,1e-06,1e-06,6.03,19.6,51800.0,0.03,1.43,9.9,1e-06,0.77,91.8,,,,,254000.0,22.8,,0.19,0.1,,1.915,900.0,,1e-06,6.7,,102000.0,2010.0,0.58,600.0,0.7,,15.8,60.0,35.3,,,,8.6,1e-06,2500.0,0.31,0.3,1e-06,,,10.0,4.8,1e-06,,0.28,0.26,70.0,0.06,,0.3,34.0,2.8,5.1,,72.0,1.9
2158455,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07430,10/04/2016,288777,MSDP11,361.4,362.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698885,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.39,1400.0000000000002,6.8,1e-06,10.0,0.85,8.25,6200.0,0.1,0.62,7.0,1.0,0.53,3.5,,,,,500000.0,44.7,,2.24,1e-06,,0.323,700.0000000000001,,1e-06,4.1,,23700.0,2140.0,0.07,100.0,0.8,,29.7,20.0,10.2,,,,10.2,1e-06,1200.0,0.26,0.2,1e-06,,,4.9,2.1,0.05,,0.25,0.47,100.0,0.06,,0.4,52.0,4.8,1.1,,88.0,1.2
2158456,QCORE,Sawn quarter drill core,,,,,,,,,,MINOTAUR EXPLORATION LTD.,MEP07431,10/04/2016,288777,MSDP11,362.0,364.0,2015095,569174.4,6378229.02,53,135.7382638,-32.7315754,135.7382541,-32.7315612,1698886,,,GEOCHEMISTRY,Australian Laboratory Services (ALS),0.19,2400.0,8.8,1e-06,10.0,1.0,10.5,11900.0,0.37,0.97,7.9,1e-06,0.92,23.8,,,,,454000.0,28.9,,1.25,0.1,,2.14,800.0,,1e-06,5.1,,62000.0,2200.0,0.52,300.0,1.4,,18.4,40.0,29.8,,,,9.7,1e-06,3100.0,0.61,0.3,1e-06,,,7.7,5.4,0.08,,0.06,0.27,160.0,0.07,,0.4,51.0,15.2,1.4,,177.0,1.7
