SAMPLE_NO,SAMPLE_SOURCE_CODE,SAMPLE_SOURCE,ROCK_GROUP_CODE,ROCK_GROUP,LITHO_CODE,LITHO_CONF,LITHOLOGY_NAME,LITHO_MODIFIER,MAP_SYMBOL,STRAT_CONF,STRAT_NAME,COLLECTED_BY,COLLECTORS_NUMBER,COLLECTED_DATE,DRILLHOLE_NUMBER,DH_NAME,DH_DEPTH_FROM,DH_DEPTH_TO,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,SAMPLE_ANALYSIS_NO,OTHER_ANALYSIS_ID,ANALYSIS_PROGRAM,ANALYSIS_TYPE_DESC,LABORATORY,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Ho_ppm,In_ppm,K_ppm,LOI_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pr_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
2137625,QCORE,Sawn quarter drill core,I-EF,Igneous Extrusive Fragmental,VOCL,,Volcaniclastic Rock,,Ma8,,Gawler Range Volcanics unit 8,"FABRIS, A.J.",,17/09/2015,287995,MSDP01,1114.0,1115.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,1688458,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.11,83884.62556231808,4.4,1e-06,1675.3,4.6,0.03,2151.3353115727,0.1,203.2,11.7,1e-06,13.7,1e-06,9.7,5.33,2.66,823.0,48191.928376582495,22.6,11.51,1e-06,11.6,1.93,0.039,53793.790469865526,25000.0,104.5,12.3,0.75,3256.346861243442,387.23667905824044,0.7,8679.525222551929,29.5,79.6,11.0,392.77297721916733,22.0,1e-06,22.77,1e-06,339.1,1e-06,1e-06,0.52,13.0,1e-06,301780.9563876034,14.23,3.0,97.3,2.4,1.71,1e-06,40.65,5394.71318108254,1.48,0.76,11.32,68.0,2.0,51.6,4.98,78.0,441.0
2137635,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nstt,,Tregolana Shale Member,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,60.0,61.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688460,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.15,87377.6131251654,8.4,0.0002,366.5,3.0,0.57,5860.53412462908,0.07,94.8,21.8,78.0,15.91,60.0,6.88,3.82,1.76,747.0,52808.28145764846,22.3,7.3,1e-06,6.6,1.35,0.08,36858.708284907865,46600.0,48.0,44.3,0.56,16040.523427606586,542.1313506815367,1.2,10979.228486646884,17.7,43.0,41.0,829.1873963515756,10.0,1e-06,11.34,1e-06,216.4,1e-06,732.0,1.12,17.0,1e-06,281119.9925209181,8.92,4.0,118.8,1.5,1.16,0.08,18.12,6653.4795900018,0.98,0.59,4.01,133.0,2.0,36.9,3.55,57.0,234.0
2137636,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nstt,,Tregolana Shale Member,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,100.0,101.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688461,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.08,89494.57528446679,14.0,1e-06,446.4,3.2,0.41,4080.118694362018,0.09,96.4,19.5,75.0,16.96,1e-06,6.82,3.79,1.78,735.0,57844.3030006295,23.3,7.27,1e-06,6.5,1.36,0.07,39847.25219990038,40100.0,49.3,39.7,0.56,14653.56087559549,309.78934324659235,1.7,13204.747774480711,18.3,42.4,41.0,916.4702801780571,15.0,1e-06,11.46,1e-06,243.3,1e-06,1e-06,1.23,17.0,1e-06,281680.9236666199,8.73,4.0,122.4,1.4,1.14,0.09,18.38,6653.4795900018,1.15,0.57,3.88,124.0,2.0,37.3,3.56,62.0,231.0
2137637,QCORE,Sawn quarter drill core,SSA,Sediment Siliciclastic Arenite,SDST,,Sandstone,,Nstt,,Tregolana Shale Member,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,140.0,141.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688462,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.08,71077.00449854459,8.4,1e-06,893.1,1.8,0.25,20771.513353115726,0.12,78.0,12.7,52.0,6.54,1e-06,4.41,2.39,1.28,472.0,37979.99580331538,17.2,5.16,1e-06,6.1,0.86,0.044,35945.542088660135,54100.0,38.0,17.5,0.35,15316.89079177471,929.3680297397771,1.4,20029.67359050445,13.6,31.4,28.0,698.2630706118531,21.0,1e-06,8.44,1e-06,190.0,1e-06,1e-06,0.98,10.0,1e-06,295049.78263918107,6.66,3.0,110.4,1.1,0.77,0.07,19.72,4135.94677216328,0.92,0.36,3.22,75.0,1.0,23.7,2.37,32.0,220.0
2137638,QCORE,Sawn quarter drill core,SSA,Sediment Siliciclastic Arenite,SDST,,Sandstone,,Neh,,Whyalla Sandstone,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,150.0,151.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688463,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.08,32918.76157713681,1.2,0.0007,363.7,0.8,0.16,20697.329376854595,0.03,29.5,4.5,22.0,1.86,2.0,2.7,1.58,0.79,181.0,19304.749248094005,7.0,3.23,1e-06,10.4,0.54,0.03,18844.42968620289,41200.0,14.2,9.6,0.27,8261.472592413918,1239.1573729863694,0.4,10608.308605341246,7.5,14.6,9.0,349.13153530592655,8.0,1e-06,3.65,1e-06,89.3,1e-06,1e-06,0.37,1e-06,1e-06,365540.1299490488,3.45,2.0,63.9,0.6,0.47,0.06,7.06,2697.35659054127,0.47,0.26,1.77,39.0,1e-06,15.2,1.66,12.0,444.0
2137639,QCORE,Sawn quarter drill core,SSA,Sediment Siliciclastic Arenite,SDST,,Sandstone,,Neh,,Whyalla Sandstone,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,174.0,175.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688464,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.07,29425.77401428949,1e-06,1e-06,516.4,0.7,0.06,16097.922848664688,0.03,23.9,2.8,1e-06,1.51,1.0,1.78,1.1,0.49,139.0,16716.79373295097,6.1,1.71,1e-06,4.8,0.37,0.016,17682.218163705795,31600.0,12.0,9.5,0.17,7477.537236929385,697.0260223048327,0.3,9792.284866468843,4.8,10.3,6.0,261.84865147944487,7.0,1e-06,2.83,1e-06,87.7,1e-06,75.0,0.33,1e-06,1e-06,381433.1790772682,2.02,1e-06,48.2,0.3,0.29,0.07,4.72,1558.4726967571783,0.38,0.18,1.22,29.0,1e-06,10.3,1.09,7.0,198.0
2137640,QCORE,Sawn quarter drill core,SSR,Sediment Siliciclastic Rudite,CGLM,,Conglomerate,,Neh,,Whyalla Sandstone,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,210.0,211.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688465,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.07,37099.76184175708,0.9,1e-06,413.5,1.2,0.13,21810.08902077151,0.03,48.5,5.4,26.0,2.38,1e-06,3.89,2.4,0.89,315.0,24270.82604742254,8.9,3.86,1e-06,8.2,0.8,0.029,23327.245558691684,51200.0,23.5,13.0,0.42,13507.80920219502,774.4733581164809,0.5,9272.99703264095,9.4,21.6,10.0,305.4900933926857,9.0,1e-06,5.77,1e-06,113.4,1e-06,1e-06,0.46,1e-06,1e-06,349460.103772262,4.34,2.0,56.3,0.7,0.64,0.06,10.22,2517.532817838518,0.53,0.37,2.27,39.0,1e-06,22.5,2.46,23.0,338.0
2137641,QCORE,Sawn quarter drill core,SSR,Sediment Siliciclastic Rudite,CGLM,,Conglomerate,,Neh,,Whyalla Sandstone,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,222.2,223.2,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688466,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.08,33818.4704948399,2.9,1e-06,1213.1,1.1,0.08,53264.09495548961,0.13,43.9,7.6,23.0,2.05,1e-06,3.53,2.03,0.96,312.0,48611.596838497586,8.0,3.81,1e-06,7.4,0.72,0.039,18014.278598704965,111500.0,20.5,15.4,0.31,28221.67279744316,1239.1573729863694,0.5,8976.26112759644,7.3,20.3,13.0,480.05586104564895,9.0,1e-06,5.24,1e-06,84.6,1e-06,222.0,0.49,1e-06,1e-06,279437.1990838125,4.26,2.0,107.1,0.5,0.59,0.06,7.84,2397.650302703351,0.43,0.29,1.93,44.0,1e-06,20.5,2.02,30.0,285.0
2137642,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,224.0,225.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688467,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.17,60439.26964805504,2.7,0.0001,302.5,2.5,0.26,35756.6765578635,0.15,65.4,13.9,70.0,7.61,224.0,5.51,3.23,1.38,727.0,35881.65349373995,15.1,5.78,1e-06,7.7,1.11,0.051,25153.577951187115,91600.0,32.8,40.3,0.46,28583.4891153591,774.4733581164809,2.2,13872.403560830859,13.6,30.3,31.0,1003.7531640045388,10.0,1e-06,7.88,0.0001,137.8,1e-06,415.0,1.04,12.0,1e-06,274482.3072967793,6.52,3.0,69.4,1.0,0.92,0.05,11.54,5814.301984055625,0.64,0.47,3.52,125.0,1.0,30.6,3.08,64.0,294.0
2137643,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,258.0,259.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688468,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.16,62926.70018523419,7.7,0.0002,743.9,2.2,0.29,41320.47477744807,0.1,66.1,16.1,76.0,8.52,23.0,5.25,2.98,1.36,822.0,44344.9674756942,16.1,5.67,1e-06,5.8,1.06,0.061,22165.03403619459,109500.0,32.2,61.6,0.44,37387.686184646926,774.4733581164809,1.1,11646.884272997033,13.7,30.1,35.0,1003.7531640045388,13.0,1e-06,7.95,1e-06,115.2,1e-06,4227.0,0.76,13.0,1e-06,253821.34343009393,6.37,3.0,115.3,1.0,0.92,0.07,11.73,5154.948150812204,0.6,0.45,3.62,156.0,1.0,28.9,2.81,61.0,207.0
2137644,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,281.0,282.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688469,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.1,64831.96612860545,18.1,0.0002,261.5,2.1,0.31,41988.13056379822,0.25,67.9,19.1,73.0,9.83,30.0,5.35,3.09,1.38,867.0,47702.3151710149,16.8,5.79,1e-06,5.0,1.09,0.06,22663.124688693344,109400.0,33.4,68.8,0.42,32864.9822106977,619.5786864931847,2.4,10979.228486646884,14.2,30.9,42.0,872.8288382648163,39.0,1e-06,8.12,1e-06,119.2,1e-06,9041.0,1.25,14.0,1e-06,252045.06146870472,6.57,3.0,88.2,1.1,0.92,0.08,11.77,5154.948150812204,0.65,0.46,3.95,171.0,2.0,30.3,2.88,79.0,185.0
2137645,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,301.0,302.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688470,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.08,67001.85234188939,8.0,0.0002,284.7,2.3,0.32,34124.62908011869,0.17,69.3,16.8,79.0,9.78,39.0,5.44,3.07,1.43,832.0,45254.249143176894,17.6,5.79,1e-06,5.0,1.12,0.063,23410.260667441475,105100.0,34.1,64.7,0.44,35277.090996803956,929.3680297397771,1.5,11498.516320474777,14.8,31.7,37.0,872.8288382648163,18.0,1e-06,8.26,1e-06,127.6,1e-06,2848.0,0.84,14.0,1e-06,256859.7204693124,6.73,3.0,65.7,1.1,0.95,0.07,12.19,5334.771923514956,0.66,0.45,3.92,173.0,2.0,30.6,2.87,66.0,185.0
2137646,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,319.0,320.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688471,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.1,63350.09261709447,6.1,0.0002,680.6,2.3,0.32,46661.72106824925,0.08,68.5,15.5,71.0,9.2,28.0,5.4,3.04,1.37,727.0,41617.122473246134,16.6,5.8,1e-06,4.9,1.08,0.06,24489.45708118878,127200.0,34.2,45.6,0.45,34854.971959235365,1084.2627013630733,2.0,11350.14836795252,14.2,31.4,36.0,960.1117220912979,18.0,1e-06,8.3,1e-06,133.3,1e-06,5837.0,1.08,13.0,1e-06,243210.39592390036,6.49,3.0,110.1,1.2,0.95,0.06,12.04,5154.948150812204,0.67,0.43,3.91,169.0,1.0,29.9,2.85,41.0,183.0
2137647,QCORE,Sawn quarter drill core,SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,339.0,340.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688472,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.09,74569.99206139191,4.0,0.0002,300.8,2.6,0.4,18026.706231454005,0.13,80.1,18.2,76.0,10.71,39.0,6.0,3.41,1.55,871.0,52318.66825208086,20.4,6.28,1e-06,5.5,1.2,0.077,26066.744147434834,81199.99999999999,39.6,63.8,0.48,30452.873424591446,464.68401486988853,1.4,11721.06824925816,16.7,35.9,42.0,960.1117220912979,14.0,1e-06,9.46,1e-06,146.4,1e-06,2487.0,0.96,16.0,1e-06,268078.3433833497,7.25,3.0,65.5,1.3,1.0,0.07,15.17,6054.067014325961,0.72,0.5,4.25,193.0,2.0,32.5,3.06,73.0,201.0
2137648,PULP,"Pulp / powdered rock of known origin, typically a lab return",SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,360.0,361.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1690492,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.18,69277.5866631384,12.1,0.0003,285.7,2.1,0.39,25667.655786350148,0.53,74.7,18.3,77.0,9.87,44.0,5.75,3.3,1.42,1111.0,49940.54696789537,17.8,6.3,1.07,5.5,1.16,0.077,23327.245558691684,88200.0,36.0,69.0,0.45,32804.67949104505,697.0260223048327,1.6,11424.33234421365,17.6,34.4,36.0,960.1117220912979,14.0,0.0002,8.56,1e-06,124.7,1e-06,3657.0,1.16,15.0,2.4,259991.58603281446,7.22,4.0,64.7,1.4,0.93,0.05,14.22,6054.067014325961,0.78,0.47,3.81,178.0,2.0,31.7,2.93,182.0,204.0
2137649,PULP,"Pulp / powdered rock of known origin, typically a lab return",SSL,Sediment Siliciclastic Lutite,SLST,,Siltstone,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,379.0,380.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1690493,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.12,63826.40910293729,10.1,0.0002,321.5,1.8,0.35,47774.48071216617,0.11,73.2,17.7,70.0,8.78,42.0,5.22,3.02,1.29,915.0,48891.37581310765,17.5,5.73,0.91,5.0,1.09,0.067,23659.305993690854,121000.0,35.4,59.0,0.4,39196.76777422661,1161.7100371747213,1.4,10534.124629080117,18.1,31.8,32.0,916.4702801780571,21.0,0.0002,8.16,1e-06,128.4,1e-06,8540.0,0.88,14.0,2.0,229187.1172813537,6.76,4.0,76.7,1.3,0.87,0.05,14.67,5574.53695378529,0.54,0.43,3.51,161.0,2.0,29.2,2.6,49.0,189.0
2137650,PULP,"Pulp / powdered rock of known origin, typically a lab return",SCC,Sediment Chemical/Biogenic Carbonate,DLOM,,Dolomite Rock,,Nnt,,Tapley Hill Formation,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,397.0,398.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1690494,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.35,22281.02672664726,1.6,1e-06,6416.9,0.6,0.14,191097.9228486647,0.75,20.1,19.1,1e-06,2.33,4198.0,2.21,1.29,0.71,392.0,32874.029516681825,6.7,2.58,0.56,2.1,0.46,0.031,5562.012286236096,276400.0,9.1,24.0,0.16,45166.73701983959,3097.8934324659235,3.5,3635.0148367952515,5.5,10.8,22.0,218.20720956620409,146.0,0.0001,2.66,1e-06,28.0,0.01,18881.0,0.32,1e-06,1.9,124807.17991866499,2.81,1.0,353.8,0.4,0.37,1e-06,5.79,2097.9440148654317,1.28,0.17,2.79,58.0,1e-06,13.9,1.09,108.0,83.0
2137651,PULP,"Pulp / powdered rock of known origin, typically a lab return",I-EB,Igneous Extrusive Breccia,AUBX,,Autobreccia,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,399.0,400.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1690495,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.47,64196.87748081504,0.8,0.0005,39.4,1.0,0.02,33308.605341246286,0.05,27.9,44.6,112.0,3.48,654.0,5.88,3.59,1.74,625.0,106665.73407008464,20.1,6.06,0.93,3.9,1.18,0.09,1411.256848746472,83400.0,11.5,96.0,0.47,53729.72321051679,929.3680297397771,0.3,22403.560830860533,9.1,18.6,57.0,1003.7531640045388,1e-06,0.0017,3.95,0.0007,5.3,1e-06,729.0,1e-06,36.0,1.7,208572.8976768102,5.52,1.0,50.7,0.7,1.0,1e-06,1.73,13366.900437571181,0.45,0.49,0.52,360.0,1e-06,33.5,3.08,150.0,139.0
2137652,PULP,"Pulp / powdered rock of known origin, typically a lab return",IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,400.0,401.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1690496,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.35,68960.04233924318,1e-06,0.0006,72.4,0.8,0.04,32937.68545994066,0.06,26.9,47.1,140.0,2.55,492.0,5.57,3.16,1.76,746.0,100370.70714135833,21.5,5.68,0.94,3.6,1.15,0.095,3154.574132492114,70300.0,11.2,60.0,0.4,50955.79810649459,1006.8153655514252,0.2,24703.26409495549,9.4,18.3,68.0,785.5459544383347,1e-06,0.0018,3.73,0.0008,11.4,1e-06,291.0,1e-06,37.0,1.7,211938.4845510214,5.1,2.0,104.9,0.6,0.91,1e-06,1.72,13127.135407300844,0.32,0.45,0.36,382.0,1e-06,29.3,2.75,148.0,129.0
2137653,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,418.0,419.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688473,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,67689.86504366234,1e-06,0.0005,186.9,0.8,0.05,54080.11869436201,0.09,26.8,46.6,145.0,3.02,119.0,5.43,3.0,1.62,232.0,102748.82842554382,19.7,5.5,1e-06,3.6,1.09,0.097,10708.94902872323,33200.0,11.2,28.5,0.41,37749.502502562864,1548.9467162329618,0.5,23219.584569732935,9.0,17.5,75.0,916.4702801780571,5.0,0.0016,3.8,0.0007,58.8,1e-06,1e-06,0.27,37.0,1e-06,226662.92712569534,4.93,1e-06,186.6,0.6,0.92,0.07,1.91,12347.899058922258,0.37,0.43,0.64,376.0,1e-06,29.3,2.63,115.0,128.0
2137654,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,445.0,446.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688474,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,70230.21963482402,1e-06,0.0005,141.4,0.6,0.01,66394.6587537092,0.1,21.9,47.2,131.0,2.02,66.0,4.66,2.66,1.44,217.0,100510.59662866335,19.8,4.72,1e-06,2.9,0.97,0.078,7471.359787481322,35200.0,9.1,33.0,0.35,40583.73032623772,1703.8413878562578,0.3,20474.777448071214,7.5,14.4,82.0,654.6216286986122,7.0,0.0015,3.11,0.0009,35.3,1e-06,1e-06,0.06,36.0,1e-06,222362.4550086477,4.15,1e-06,185.9,0.5,0.77,0.05,1.49,10309.896301624409,0.24,0.36,0.28,334.0,1e-06,24.5,2.25,120.0,105.0
2137655,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,479.0,480.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688475,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,70124.37152685896,1e-06,0.0004,151.7,0.6,0.02,46439.16913946587,0.07,25.8,50.2,127.0,1.19,98.0,4.89,2.66,1.5,203.0,101419.87829614605,18.8,4.87,1e-06,3.1,0.97,0.069,7637.390004980907,36100.0,11.1,25.5,0.38,41427.9684013749,1703.8413878562578,0.4,30860.53412462908,7.7,15.8,86.0,698.2630706118531,10.0,0.0012,3.56,0.0008,32.9,1e-06,1e-06,0.06,37.0,1e-06,227738.04515495722,4.43,1e-06,125.4,0.5,0.81,1e-06,2.06,9950.248756218905,0.24,0.38,0.35,324.0,1e-06,25.7,2.47,114.0,109.0
2137657,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,520.0,521.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688477,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,70441.91585075417,0.7,0.0005,123.2,0.6,0.02,60979.22848664688,0.09,17.6,46.3,201.0,1.63,68.0,4.37,2.41,1.46,202.0,95544.51982933482,19.0,4.33,1e-06,2.7,0.89,0.071,8799.601527478002,33800.0,7.0,24.9,0.32,44020.98534643912,1703.8413878562578,0.3,29228.48664688427,5.6,12.5,107.0,654.6216286986122,16.0,0.001,2.59,0.0011,49.5,1e-06,1e-06,0.07,37.0,1e-06,223531.06156219327,3.64,1e-06,176.9,0.3,0.72,0.06,1.09,9530.65995324582,0.27,0.34,0.23,328.0,1e-06,23.5,2.15,109.0,96.0
2137658,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Nae,,Beda Basalt,"FABRIS, A.J.",,22/10/2015,287996,MSDP02,560.0,561.0,2010955,739886.81,6404097.19,53,137.5525595,-32.4745014,137.5525495,-32.4744873,1688478,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,72294.2577401429,1e-06,0.0003,137.5,1e-06,0.02,46587.53709198813,0.07,14.8,46.3,217.0,1.24,140.0,4.31,2.48,1.22,204.0,94075.68021263203,17.1,4.13,1e-06,2.5,0.9,0.074,7305.329569981738,37900.0,5.6,33.7,0.32,41247.06024241693,1703.8413878562578,0.3,35534.124629080114,5.4,11.1,103.0,610.9801867853714,13.0,0.0014,2.28,0.0007,36.6,1e-06,1e-06,0.05,38.0,1e-06,229654.55990277196,3.44,1e-06,164.4,0.3,0.7,1e-06,1.02,9171.012407840317,0.25,0.35,0.3,325.0,1e-06,22.6,2.13,101.0,88.0
2137659,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Mau,,Eucarro Rhyolite,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,38.0,39.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688479,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,74464.14395342684,10.3,1e-06,1944.0,4.9,0.8,2373.887240356083,0.18,141.7,9.5,1e-06,8.14,3.0,9.74,5.82,2.14,909.0,49031.26530041267,20.2,9.52,1e-06,9.4,2.06,0.073,74049.47700481488,29000.0,63.9,18.7,0.87,6030.271965265633,619.5786864931847,0.9,2818.9910979228484,24.2,54.9,5.0,1047.3946059177795,12.0,1e-06,15.27,1e-06,295.7,1e-06,208.0,0.97,1e-06,1e-06,296124.90066844295,10.46,3.0,71.0,1.7,1.57,0.06,32.47,4675.418090271534,1.08,0.86,5.56,63.0,1e-06,57.1,5.5,53.0,369.0
